204,"세기의 위대한 기업인의 가르침-\n큰 기업이든 작은 장사든 사업자에게\n모든 재산 중 가장 큰 자산은 나와 인연을 맺은 고객들- 그들과 쌓은 시간과 과정이 녹아든 그 리스트이다.\n\n1개월 단골고객 1000명 확보 마케팅\n고객리스트 만는 특허받은 마케팅\n소상공인과 함께 웃는 동반자ㅡ\n가온누리fns베스트\n상담문의 0507-1454-9923\n\n#앤드류카네기 #경영 #고객 #장사 #자영업 #사업 #가르침 #공감 #공부 #조언 #선팔 #맞팔 #좋아요 #단골확보 #마케팅 #가온누리fns베스트 #카드매출즉시입금 #강남맛집 #홍대맛집 #신촌맛집 #신천맛집 #일산맛집 #안양맛집 #수원맛집 #용인맛집 #이태원맛집,"
205,"선팔하고 갈께요! 제 계정도 구경하러 와주심 감사하겠습니다!! ~~~,"
206,"선팔하고 갈께요! 제 계정도 구경하러 와주심 감사하겠습니다!! ~~~,"
207,"#연습끝나고 #신촌맛집 #빠빠치킨 #철판바베큐치킨🍗🍗,"
208,"부엉이 돈까스 \n대표스노우치즈돈가스\n샐러드돈가스\n홍합로제 파스타\n명란크림파스타\n#맛스타그램😋#먹스타그램🍴 #먹스타#맛집 #맛집추천 #신촌맛집#신촌맛집추천 #부엉이돈까스 #신촌돈까스 #먹방#먹방스타그램 #대표스노우치즈돈가스#샐러드돈가스#홍합로제 파스타#명란크림파스타,"
209,"좋은 소통으로 인사드리겠습니다^^,"
210,"제 인스타그램도 보러오세요~✨,"
211,"좋은 소통으로 인사드리겠습니다^^,"
212,"제 인스타그램도 보러오세요~✨,"
213,"#신촌맛집 #신촌 #치킨 #맛집 #맛스타그램 #먹스타그램 #foodstagram #food #chicken #fries #칠칠켄터키 #연대맛집,"
214,"소통해요,"
215,"소통해요,"
216,"#연장영업중 #외국손님 #맛있었다며 #팁 #신기하다 #본받자 #더나눔 #기부 #기부스타그램 #기부천사꿈나무\n#더친절하게 #더맛있게만들어야겠다~^^\n#감사합니다💕 #기분좋은날 \n#이대맛집 #신촌맛집 #홍대맛집\n#이대 #홍대 #연대 #서강대  #이대달테이블 #달테이블이대점 \n#팔로워환영,"
217,"서로 팔로해볼까요 ㅎㅎ,"
218,"인스타 너무 잘봤어요~😁 자주 인사나눠요😁,"
219,"서로 팔로해볼까요 ㅎㅎ,"
220,"인스타 너무 잘봤어요~😁 자주 인사나눠요😁,"
221,"신촌에서 모였을때 친구가 찍어준샷 🌟\n\n#신촌 #신촌맛집 #밤 #전구 #빛 #분위기 #느낌 #포토존 #데일리룩 #백팩 #가디건 #코디 #오오티디 #일상 #데일리 #맞팔 #소통 #인친 #선팔 #맞팔100 #선팔100 #선팔후맞팔 #선팔하면맞팔 #f4f #l4l #fff #fbf #like #ootd #dailylook,"
222,"좋은하루되세요 :),"
223,"🎉,"
224,"좋은하루되세요 :),"
225,"🎉,"
226,"#신촌맛집#신촌짚신#짚신매운갈비찜,"
227,"지난날을 돌이켜보며.. 맛있다 기다림만 없으면 좋겠다 .\n.\n#개미 #신촌맛집 #스테이크덮밥 #steak #맛집인정 #와사비일품 #한정판매,"
228,"헐 ... 가보고싶었는데 ㅠ 맛집인정이라니 ! 가봐야겠어영😉❣️,"
229,"소주 안주네. 캬.,"
230,"헐 ... 가보고싶었는데 ㅠ 맛집인정이라니 ! 가봐야겠어영😉❣️,"
231,"소주 안주네. 캬.,"
232,"👍인스타 팔로워 10k늘리기👍\n💕좋아요 인기게시물 홍보문의💕\n😳카톡은 인스타프렌즈😳,"
233,"안녕하세요 소통하려고 왔어요 피드들도 잘 봤습니다,"
234,"반가워요 또 뵈요^^,"
235,"안녕하세요 소통하려고 왔어요 피드들도 잘 봤습니다,"
236,"반가워요 또 뵈요^^,"
237,"👍인스타 팔로워 10k늘리기👍\n💕좋아요 인기게시물 홍보문의💕\n😳카톡은 인스타프렌즈😳,"
238,"인스타그램 팔로워 여기서 늘려보세요~!,"
239,"인스타그램 팔로워 여기서 늘려보세요~!,"
240,"인스타그램 팔로워 여기서 늘려보세요~!,"
241,"인스타그램 팔로워 여기서 늘려보세요~!,"
242,"양고기와 돼지고기를\n러시아 전통 방식으로 구워낸 꼬치구이 샤슬릭 입니다.\n문래 예술촌에 자리한 불탄집 아곤에서\n러시아 보드카와 전통꼬치구이를~\n.\n.\n.\n#문래동맛집#문래동맛집추천#영등포#영등포맛집#영등포맛집추천#영등포데이트#롯데월드#롯데월드맛집#가로수길#가로수길맛집#이태원#이태원맛집#홍대#홍대맛집#펍#문래예술촌#문래예술촌맛집#문래동데이트#신도림맛집#구로맛집#여의도맛집#여의도맛집추천#한강데이트#신촌맛집#이대맛집#서울대입구맛집,"
243,"잘보고 가요~ 소통해요~~^^,"
244,"선팔감사합니다.^^,"
245,"잘보고 가요~ 소통해요~~^^,"
246,"선팔감사합니다.^^,"
247,"많이 먹어서 쪘다\n안먹으면 빠지더라\n안먹고 운동하면 빠지더라\n등등 겉만보고 내면을 보지 못하는부분들이 굉장히 많습니다\n.\n워낙 부종이며 피로도며 변비며 불규칙한월경 등등 제기능을 못하는 상황으로 인해서 살이 찐건데 쌩으로 굶고 약먹어가며 과한 에너지소비까지 하며.. 몸을 더 혹사시키는경우가 너무 많습니다\n참.. 안타까워요!\n.\n들어온게 있다면 빼낼줄도 알아야한다는 사실!\n.\n좋은정보가 되었길 바래요❤,"
248,"잘보고갑니다~소통해요~,"
249,"사진 잘보고 갑니다,"
250,"잘보고갑니다~소통해요~,"
251,"사진 잘보고 갑니다,"
252,"허니버터급이라고 하는 부엉이돈가스 신메뉴~ ㅎㄷㄷ\n\n#홍대맛집#홍대돈까스#천안맛집#상수맛집#펜타포트맛집#천안돈까스#동대문맛집#동대문돈까스#동백맛집#동백돈까스#강남역맛집#강남역돈까스#홍대데이트코스#신촌맛집#신촌돈까스,"
253,"잘보고 가요~^^,"
254,"잘보고 가요~^^,"
255,"국물이 깔끔하니 맛나요맛나\n.\n.\n.\n\xa0#신촌맛집  #초계국수 #초계국수맛집 #신촌데이트 #맛집 #맛스타그램 #먹스타그램 #맞팔해용 #맞팔은댓글 #맞팔댓글 #맞팔선팔 #맞팔100 #맞팔좋아요 #선팔맞팔 #선팔100 #선팔좋아요 #팔로 #맞팔로우 #맞팔은댓글로 #맞팔스타그램 #선팔해요 #선팔맞팔환영 #선팔후댓글 #선팔후맞팔 #팔로우미 #팔로우환영 #팔로팔로미,"
256,"인스타그램 친구해용 ~ ^ ㅂ ^,"
257,"소통하고 싶어요😊,"
258,"인스타그램 친구해용 ~ ^ ㅂ ^,"
259,"소통하고 싶어요😊,"
260,"맞춤형으로 내몸에 쏘옥~맞게!!\n러블리코치와 함께 건강하게 예뻐져요~~!!^^🤗\n-\n-\n🌟카톡상담 aeri87\n🌟@lovely_aeri 프로필 URL링크 누르면  건강체크하고 상담하기,"
261,"👍🏻👍🏻,"
262,"안녕하세용~ 좋아요 눌리고가요^^ 좋은 하루되세용~우리는 모두 누군가를 기쁘게 한다는 희망 위에서 산다.(사무엘 존슨)언제든 문의주세용 ㅎㅎ,"
263,"👍🏻👍🏻,"
264,"안녕하세용~ 좋아요 눌리고가요^^ 좋은 하루되세용~우리는 모두 누군가를 기쁘게 한다는 희망 위에서 산다.(사무엘 존슨)언제든 문의주세용 ㅎㅎ,"
265,"드뎌 한국 도착!!\n#상수맛집 #부엉이돈까스 에서\n맛난 돈까스 먹고 집으로 고고!!\n베트남에서 기름기 있는 음식 먹었더니\n#매운음식 먹고 싶어서 #볼케이노돈까스\n맛있게 냠냠!! .\n.\n.\n#맛스타그램 #먹스타그램 #상수역맛집#합정맛집#홍대데이트\n#신촌맛집#신촌역맛집#신촌데이트\n#홍대상수맛집#생방송오늘저녁맛집\n#매운거#뭐먹지,"
266,"잘다녀오셨나요. 우린 여행다녀오면 얼큰한걸로.😁,"
267,"볼테이노돈까스💕💕진짜 맛나보이네요~😍,"
268,"잘다녀오셨나요. 우린 여행다녀오면 얼큰한걸로.😁,"
269,"볼테이노돈까스💕💕진짜 맛나보이네요~😍,"
270,".\n#야식 좋아\n#치킨 좋아\n#맥주 좋아\nㅋㅋㅋㅋㅋㅋㅋㅋㅋ\n이러다 돼지 될 기세\n#신촌맛집 #교촌치킨 #허니콤보,"
271,"으아ㅜㅜ 허니콤보 먹고싶어요ㅠᆢ,"
272,"좋은시간 보내세요🏃,"
273,"으아ㅜㅜ 허니콤보 먹고싶어요ㅠᆢ,"
274,"좋은시간 보내세요🏃,"
